CC-1985
CLL_A3167,CLSTRD_00172,98.12
CLL_A3168,CLSTRD_00173,99.14
CLL_A3169,CLSTRD_00174,96.99
CLL_A0291,CLSTRD_00620,97.61
CLL_A0079,CLSTRD_01274,97.52
CLL_A0078,CLSTRD_01275,95.25
CDH90139.1,CLSTRD_00430,98.15
CC-3676
CLL_A3167,CLSTRD_00239,100.00
CLL_A3168,CLSTRD_00238,99.78
CLL_A3169,CLSTRD_00237,100.00
CLL_A0291,CLSTRD_02060,99.04
CLL_A0079,CLSTRD_02401,99.77
CLL_A3162,CLSTRD_00244,100.00
CLL_A0078,CLSTRD_02400,99.51
CDH90139.1,CLSTRD_00755,99.07
CC-3677
CLL_A3167,CLSTRD_00234,97.04
CLL_A3168,CLSTRD_00233,98.92
CLL_A3169,CLSTRD_00232,96.69
CLL_A0291,CLSTRD_02491,98.09
CLL_A0079,CLSTRD_02786,96.39
CLL_A3162,CLSTRD_00239,95.21
CLL_A0078,CLSTRD_02787,91.68
CDH90139.1,CLSTRD_01282,95.21
CC-3678
CLL_A3167,CLSTRD_00400,100.00
CLL_A3168,CLSTRD_00401,99.78
CLL_A3169,CLSTRD_00402,100.00
CLL_A0291,CLSTRD_02062,99.04
CLL_A0079,CLSTRD_02399,99.77
CLL_A3162,CLSTRD_00395,100.00
CLL_A0078,CLSTRD_02398,99.51
CDH90139.1,CLSTRD_01843,99.07
SRR2059450
CLL_A3167,KCMACIML_00150,100.00
CLL_A3168,KCMACIML_00149,100.00
CLL_A3169,KCMACIML_00148,100.00
CLL_A0291,KCMACIML_01574,100.00
CLL_A0079,KCMACIML_02469,100.00
CLL_A3162,KCMACIML_00155,100.00
CLL_A0078,KCMACIML_02468,100.00
CDH90139.1,KCMACIML_01146,100.00
SRR2059451
CLL_A3167,NBCOCELB_00572,100.00
CLL_A3168,NBCOCELB_00573,100.00
CLL_A3169,NBCOCELB_00574,100.00
CLL_A0291,NBCOCELB_01940,100.00
CLL_A0079,NBCOCELB_01190,100.00
CLL_A3162,NBCOCELB_00567,100.00
CLL_A0078,NBCOCELB_01189,100.00
CDH90139.1,NBCOCELB_00278,100.00
SRR2059452
CLL_A3167,DNFPKOGC_00070,98.12
CLL_A3168,DNFPKOGC_00069,99.14
CLL_A3169,DNFPKOGC_00068,97.26
CLL_A0291,DNFPKOGC_02264,98.09
CLL_A0079,DNFPKOGC_02654,97.74
CLL_A0078,DNFPKOGC_02655,95.25
CDH90139.1,DNFPKOGC_01161,98.15
SRR2059453
CLL_A3167,FEBDFBEB_00515,100.00
CLL_A3168,FEBDFBEB_00516,99.78
CLL_A3169,FEBDFBEB_00517,100.00
CLL_A0291,FEBDFBEB_01337,99.04
CLL_A0079,FEBDFBEB_02282,99.77
CLL_A3162,FEBDFBEB_00510,100.00
CLL_A0078,FEBDFBEB_02281,99.51
CDH90139.1,FEBDFBEB_00736,98.62
SRR2059454
CLL_A3167,FMCKCAPP_00485,100.00
CLL_A3168,FMCKCAPP_00486,100.00
CLL_A3169,FMCKCAPP_00487,100.00
CLL_A0291,FMCKCAPP_02199,99.04
CLL_A0079,FMCKCAPP_02575,99.77
CLL_A3162,FMCKCAPP_00480,99.87
CLL_A0078,FMCKCAPP_02576,98.86
CDH90139.1,FMCKCAPP_01220,99.23
SRR2059455
CLL_A3167,PPEKMLAP_02512,100.00
CLL_A3168,PPEKMLAP_02513,100.00
CLL_A3169,PPEKMLAP_02514,100.00
CLL_A0291,PPEKMLAP_01250,99.04
CLL_A0079,PPEKMLAP_00839,99.77
CLL_A3162,PPEKMLAP_03058,99.87
CLL_A0078,PPEKMLAP_00840,98.86
CDH90139.1,PPEKMLAP_00129,99.23
SRR2059459
CLL_A3167,FCONBIBO_00467,99.73
CLL_A3168,FCONBIBO_00468,100.00
CLL_A3169,FCONBIBO_00469,100.00
CLL_A0291,FCONBIBO_03346,100.00
CLL_A0079,FCONBIBO_00947,100.00
CLL_A3162,FCONBIBO_00462,99.75
CLL_A0078,FCONBIBO_00948,99.35
CDH90139.1,FCONBIBO_01828,99.69
SRR2059460
CLL_A3167,LOMLKMFN_03018,99.73
CLL_A3168,LOMLKMFN_03019,100.00
CLL_A3169,LOMLKMFN_03020,100.00
CLL_A0291,LOMLKMFN_01885,100.00
CLL_A0079,LOMLKMFN_02581,100.00
CLL_A3162,LOMLKMFN_03013,99.75
CLL_A0078,LOMLKMFN_02582,99.35
