CC-1985
CLOSPO_02140,CLSTRD_00173,69.70
CLL_A3167,CLSTRD_00172,98.12
CLL_A3168,CLSTRD_00173,99.14
CLL_A3169,CLSTRD_00174,96.99
CBO0204,CLSTRD_00620,66.38
CbC4_0552,CLSTRD_00620,66.09
CbC4_0552,CLSTRD_03216,66.04
CBO3432,CLSTRD_00620,71.83
CLL_A0291,CLSTRD_00620,97.61
CbC4_0273,CLSTRD_00620,75.44
CBO1324,CLSTRD_00620,60.98
CLL_A0079,CLSTRD_01274,97.52
CLL_A0079,CLSTRD_00167,62.20
CLL_A3162,CLSTRD_00167,85.04
CLL_A3162,CLSTRD_00167,82.85
CLL_A3162,CLSTRD_01274,62.82
CLL_A3162,CLSTRD_01274,61.84
CBO3086,CLSTRD_00888,86.99
CBO3085,CLSTRD_00887,80.48
CBO3084,CLSTRD_00886,87.29
CLL_A0078,CLSTRD_01275,95.25
CDH90139.1,CLSTRD_00430,98.15
D88151.1,CLSTRD_00075,73.80
CC-3676
CLOSPO_02140,CLSTRD_00238,69.43
CLL_A3167,CLSTRD_00239,100.00
CLL_A3168,CLSTRD_00238,99.78
CLL_A3169,CLSTRD_00237,100.00
CBO0204,CLSTRD_02060,66.38
CbC4_0552,CLSTRD_02060,66.09
CBO3432,CLSTRD_02060,72.54
CLL_A0291,CLSTRD_02060,99.04
CbC4_0273,CLSTRD_02060,75.44
CBO1324,CLSTRD_02060,60.98
CbC4_0666,CLSTRD_02060,62.31
CLL_A0079,CLSTRD_02401,99.77
CLL_A0079,CLSTRD_00244,62.82
CLL_A0079,CLSTRD_00244,61.84
CLL_A3162,CLSTRD_00244,100.00
CLL_A3162,CLSTRD_02401,62.82
CLL_A3162,CLSTRD_02401,61.84
CBO3086,CLSTRD_01507,86.30
CBO3085,CLSTRD_01508,79.88
CBO3084,CLSTRD_01509,87.29
CLL_A0078,CLSTRD_02400,99.51
CDH90139.1,CLSTRD_00755,99.07
D88151.1,CLSTRD_00333,74.37
CC-3677
CLOSPO_02140,CLSTRD_00233,69.34
CLL_A3167,CLSTRD_00234,97.04
CLL_A3168,CLSTRD_00233,98.92
CLL_A3169,CLSTRD_00232,96.69
CBO0204,CLSTRD_02491,66.38
CbC4_0552,CLSTRD_02491,66.09
CBO3432,CLSTRD_02491,72.93
CLL_A0291,CLSTRD_02491,98.09
CbC4_0273,CLSTRD_02491,75.44
CBO1324,CLSTRD_02491,60.98
CbC4_0666,CLSTRD_02491,65.71
CLL_A0079,CLSTRD_02786,96.39
CLL_A0079,CLSTRD_00239,60.24
CLL_A0079,CLSTRD_00239,61.54
CLL_A3162,CLSTRD_00239,95.21
CLL_A3162,CLSTRD_02786,62.89
CLL_A3162,CLSTRD_02786,60.26
CLL_A3162,CLSTRD_02786,60.53
CBO3086,CLSTRD_00970,86.30
CBO3086,CLSTRD_02158,62.42
CBO3086,CLSTRD_02160,62.79
CBO3085,CLSTRD_00969,79.88
CBO3085,CLSTRD_02159,68.79
CBO3084,CLSTRD_00968,86.44
CBO3084,CLSTRD_02160,66.67
CLL_A0078,CLSTRD_02787,91.68
CLL_A0078,CLSTRD_02163,71.76
CDH90139.1,CLSTRD_01282,95.21
D88151.1,CLSTRD_00339,74.12
CC-3678
CLOSPO_02140,CLSTRD_00401,69.43
CLL_A3167,CLSTRD_00400,100.00
CLL_A3168,CLSTRD_00401,99.78
CLL_A3169,CLSTRD_00402,100.00
CBO0204,CLSTRD_02062,66.38
CbC4_0552,CLSTRD_02062,66.09
CBO3432,CLSTRD_02062,72.54
CLL_A0291,CLSTRD_02062,99.04
CbC4_0273,CLSTRD_02062,75.44
CBO1324,CLSTRD_02062,60.98
CbC4_0666,CLSTRD_02062,62.31
CLL_A0079,CLSTRD_02399,99.77
CLL_A0079,CLSTRD_00395,62.82
CLL_A0079,CLSTRD_00395,61.84
CLL_A3162,CLSTRD_00395,100.00
CLL_A3162,CLSTRD_02399,62.82
CLL_A3162,CLSTRD_02399,61.84
CBO3086,CLSTRD_00972,86.30
CBO3085,CLSTRD_00973,79.88
CBO3084,CLSTRD_00974,87.29
CLL_A0078,CLSTRD_02398,99.51
CDH90139.1,CLSTRD_01843,99.07
D88151.1,CLSTRD_00305,74.37
SRR2059450
CLOSPO_02140,KCMACIML_00149,69.43
CLL_A3167,KCMACIML_00150,100.00
CLL_A3168,KCMACIML_00149,100.00
CLL_A3169,KCMACIML_00148,100.00
CBO0204,KCMACIML_01574,67.24
CbC4_0552,KCMACIML_01574,66.09
CBO3432,KCMACIML_01574,73.24
CLL_A0291,KCMACIML_01574,100.00
CbC4_0273,KCMACIML_01574,75.44
CBO1324,KCMACIML_01574,61.79
CbC4_0666,KCMACIML_01574,62.31
CLL_A0079,KCMACIML_02469,100.00
CLL_A0079,KCMACIML_00155,62.82
CLL_A0079,KCMACIML_00155,61.84
CLL_A3162,KCMACIML_00155,100.00
CLL_A3162,KCMACIML_02469,62.82
CLL_A3162,KCMACIML_02469,61.84
CBO3086,KCMACIML_01395,86.30
CBO3085,KCMACIML_01396,79.88
CBO3084,KCMACIML_01397,87.29
CLL_A0078,KCMACIML_02468,100.00
CDH90139.1,KCMACIML_01146,100.00
D88151.1,KCMACIML_00245,74.68
SRR2059451
CLOSPO_02140,NBCOCELB_00573,69.43
CLL_A3167,NBCOCELB_00572,100.00
CLL_A3168,NBCOCELB_00573,100.00
CLL_A3169,NBCOCELB_00574,100.00
CBO0204,NBCOCELB_01940,67.24
CbC4_0552,NBCOCELB_01940,66.09
CBO3432,NBCOCELB_01940,73.24
CLL_A0291,NBCOCELB_01940,100.00
CbC4_0273,NBCOCELB_01940,75.44
CBO1324,NBCOCELB_01940,61.79
CbC4_0666,NBCOCELB_01940,62.31
CLL_A0079,NBCOCELB_01190,100.00
CLL_A0079,NBCOCELB_00567,62.82
CLL_A0079,NBCOCELB_00567,61.84
CLL_A3162,NBCOCELB_00567,100.00
CLL_A3162,NBCOCELB_01190,62.82
CLL_A3162,NBCOCELB_01190,61.84
CBO3086,NBCOCELB_01341,86.30
CBO3085,NBCOCELB_01342,79.88
CBO3084,NBCOCELB_01343,87.29
CLL_A0078,NBCOCELB_01189,100.00
CDH90139.1,NBCOCELB_00278,100.00
D88151.1,NBCOCELB_00478,74.68
SRR2059452
CLOSPO_02140,DNFPKOGC_00069,69.70
CLL_A3167,DNFPKOGC_00070,98.12
CLL_A3168,DNFPKOGC_00069,99.14
CLL_A3169,DNFPKOGC_00068,97.26
CBO0204,DNFPKOGC_02264,66.38
CbC4_0552,DNFPKOGC_02264,66.09
CBO3432,DNFPKOGC_02264,71.83
CLL_A0291,DNFPKOGC_02264,98.09
CbC4_0273,DNFPKOGC_02264,75.44
CBO1324,DNFPKOGC_02264,60.98
CbC4_0666,DNFPKOGC_02264,61.54
CLL_A0079,DNFPKOGC_02654,97.74
CLL_A0079,DNFPKOGC_00075,61.18
CLL_A3162,DNFPKOGC_00075,85.47
CLL_A3162,DNFPKOGC_00075,82.85
CLL_A3162,DNFPKOGC_02654,62.82
CLL_A3162,DNFPKOGC_02654,61.84
CBO3086,DNFPKOGC_01877,86.99
CBO3085,DNFPKOGC_01878,80.48
CBO3084,DNFPKOGC_01879,87.29
CLL_A0078,DNFPKOGC_02655,95.25
CDH90139.1,DNFPKOGC_01161,98.15
D88151.1,DNFPKOGC_00163,73.80
SRR2059453
CLOSPO_02140,FEBDFBEB_00516,69.43
CLL_A3167,FEBDFBEB_00515,100.00
CLL_A3168,FEBDFBEB_00516,99.78
CLL_A3169,FEBDFBEB_00517,100.00
CBO0204,FEBDFBEB_01337,66.38
CbC4_0552,FEBDFBEB_01337,66.09
CBO3432,FEBDFBEB_01337,72.54
CLL_A0291,FEBDFBEB_01337,99.04
CbC4_0273,FEBDFBEB_01337,75.44
CBO1324,FEBDFBEB_01337,60.98
CbC4_0666,FEBDFBEB_01337,62.31
CLL_A0079,FEBDFBEB_02282,99.77
CLL_A0079,FEBDFBEB_00510,62.82
CLL_A0079,FEBDFBEB_00510,61.84
CLL_A3162,FEBDFBEB_00510,100.00
CLL_A3162,FEBDFBEB_02282,62.82
CLL_A3162,FEBDFBEB_02282,61.84
CBO3086,FEBDFBEB_00194,86.30
CBO3085,FEBDFBEB_00193,79.88
CBO3084,FEBDFBEB_00192,87.29
CLL_A0078,FEBDFBEB_02281,99.51
CLL_A0078,FEBDFBEB_02434,61.18
CDH90139.1,FEBDFBEB_00736,98.62
D88151.1,FEBDFBEB_00421,74.37
SRR2059454
